tr_er	val_er
0.24834487400949	,	0.2501558172516525
0.24856229685246944	,	0.24913199245929718
0.2500652316957712	,	0.24813054921105504
0.24818715639412403	,	0.24912854982540011
0.24747820757329464	,	0.24876173632219434
0.24814337212592363	,	0.24903045501559973
0.24898228235542774	,	0.24840110074728727
0.24930174415931106	,	0.2499437597580254
0.24903450021520257	,	0.25018465612083673
0.24780257930979133	,	0.249316796194762
0.2479046550579369	,	0.25105987023562193
0.24858142901211977	,	0.2494216193445027
0.24937272630631924	,	0.2491654185578227
0.24807134550064802	,	0.24725530669093132
0.24889152077957988	,	0.2506957589648664
0.2507935077883303	,	0.2498760181479156
0.2525589824654162	,	0.24915776448324323
0.25102928234264255	,	0.24917549872770905
0.24899502471089363	,	0.2503883349709213
0.2523991661146283	,	0.2491780212149024
0.2507174499332905	,	0.2512710290029645
0.24934356845915318	,	0.24944875575602055
0.2493864274583757	,	0.2501009260304272
0.24966541025787592	,	0.2470746454782784
0.24800192844122648	,	0.2503691278398037
0.2474331664852798	,	0.2482513003051281
0.24759929487481713	,	0.2490219557657838
0.24610924441367388	,	0.24818141758441925
0.2516275644302368	,	0.24750428553670645
0.2570934318937361	,	0.24837978230789304
0.25071896566078067	,	0.2502253083512187
0.2478129379451275	,	0.2492208476178348
0.24898502929136157	,	0.24944502394646406
0.2515905275940895	,	0.24751236895099282
0.24734013713896275	,	0.2470401907339692
0.24718720279634	,	0.25009989831596613
0.2538270312361419	,	0.24649016140028834
0.2500052396208048	,	0.24902472784742713
0.2558872317895293	,	0.24945590365678072
0.2481504245661199	,	0.24852306302636862
0.2554130796343088	,	0.24825833411887288
0.2488600816577673	,	0.2495268271304667
0.2541298777796328	,	0.2500185267999768
0.250896024517715	,	0.2499461187981069
0.2585774417966604	,	0.24723921343684196
0.25043670972809196	,	0.2527641016058624
0.2553992993198335	,	0.24701387295499444
0.2514107939787209	,	0.24912010272964835
0.24945777002722025	,	0.2486000177450478
0.2500487230718136	,	0.24793948838487267
