tr_er	val_er
1.8798910453915596	,	0.7327061798423529
0.5554596902802587	,	0.5445162104442716
0.5365440780296922	,	0.7115207836031914
0.5663528935983777	,	0.654920382425189
0.5641644159331918	,	0.6330311223864555
0.6378266857936978	,	0.6904662307351828
0.5672186929732561	,	0.614854970946908
0.5512484209612012	,	0.6855994928628206
0.5953053869307041	,	0.8369127996265888
0.6185050988569856	,	0.7145828511565924
0.6071957452222705	,	0.8863305076956749
0.6232508812099695	,	0.8609158582985401
0.5990890767425299	,	0.9787335563451052
0.539419480599463	,	0.7318249903619289
0.5991221936419606	,	0.7498392648994923
0.5977483494207263	,	0.7394983302801847
0.5903845205903053	,	0.8735558837652206
0.5461924280971289	,	0.6951640695333481
0.5945663694292307	,	0.8981045614928007
0.6392054222524166	,	0.8399729393422604
0.6129287397488952	,	0.9671996608376503
0.6460510948672891	,	0.9427908603101969
0.6245804708451033	,	1.0437487103044987
0.5896469159051776	,	0.9563398845493793
0.6676858412101865	,	1.1600067280232906
0.6370745385065675	,	0.9011409878730774
0.6275953156873584	,	1.0047080535441637
0.5546732032671571	,	0.9544835351407528
0.5724172359332442	,	1.0129740182310343
0.5832211896777153	,	0.934240123257041
0.6443823259323835	,	0.9469852522015572
0.6007501110434532	,	0.9978809878230095
0.6419958202168345	,	0.937367245554924
0.6206031451001763	,	1.183528695255518
0.6235841028392315	,	1.026734745129943
0.6590096531435847	,	1.02491176687181
0.6045461632311344	,	1.0335393268615007
0.656977403908968	,	1.2868200950324535
0.6202384810894728	,	1.1239353232085705
0.6038008499890566	,	0.9331141170114279
0.5731301652267575	,	1.088170861825347
0.6253509167581797	,	1.094495054334402
0.6214302834123373	,	1.12712012976408
0.657358773984015	,	1.0990436114370823
0.6531423041597009	,	1.2336144261062145
0.6635555261746049	,	1.1149648129940033
0.6331269834190607	,	1.1364502497017384
0.6651523001492023	,	1.2580657973885536
0.60364012978971	,	1.1285109873861074
0.6299667609855533	,	1.1902455426752567
